product_id,repeat_intervals,mean_interval_days
1028473,97,37.97938144329897
1009200,97,48.628865979381445
957013,96,102.32291666666667
953561,96,44.541666666666664
950206,96,36.458333333333336
937292,96,94.07291666666667
918046,96,16.041666666666668
856942,96,30.635416666666668
850102,96,54.145833333333336
848029,96,94.45833333333333
839656,96,53.604166666666664
819255,96,79.11458333333333
6442594,96,58.78125
5583944,96,46.854166666666664
5572828,96,47.260416666666664
1119405,96,54.895833333333336
1094308,96,66.61458333333333
1090676,96,47.802083333333336
1026712,96,27.59375
1022097,96,88.85416666666667
1005456,96,42.614583333333336
9836106,95,70.26315789473684
942817,95,59.61052631578947
912553,95,88.05263157894737
903674,95,52.6
828106,95,94.81052631578947
827656,95,58.33684210526316
5995423,95,28.389473684210525
5587502,95,56.73684210526316
5580166,95,35.71578947368421
15596279,95,37.14736842105263
979746,94,59.829787234042556
969568,94,50.6063829787234
940700,94,80.91489361702128
936634,94,54.38297872340426
873902,94,38.90425531914894
861701,94,35.95744680851064
836393,94,48.797872340425535
8119303,94,31.851063829787233
5588238,94,41.4468085106383
1112766,94,47.265957446808514
1048068,94,50.09574468085106
871611,93,76.60215053763442
871252,93,41.60215053763441
850058,93,49.74193548387097
7441391,93,55.075268817204304
7024990,93,21.731182795698924
12811532,93,95.53763440860214
1133556,93,38.516129032258064
1100658,93,46.56989247311828
1097239,93,56.73118279569893
1074040,93,7.311827956989247
1056762,93,67.98924731182795
1013770,93,85.04301075268818
998444,92,76.1195652173913
971165,92,61.77173913043478
830750,92,51.98913043478261
8293447,92,59.25
823721,92,98.07608695652173
6602729,92,51.23913043478261
5574377,92,16.57608695652174
1104414,92,70.45652173913044
1082172,92,47.70652173913044
1067749,92,54.858695652173914
1065538,92,40.15217391304348
990440,91,57.45054945054945
960984,91,76.27472527472527
9527223,91,23.791208791208792
929726,91,58.34065934065934
924352,91,45.175824175824175
903800,91,55.67032967032967
901543,91,44.45054945054945
900586,91,48.15384615384615
862682,91,44.31868131868132
837751,91,63.362637362637365
828935,91,67.46153846153847
5580793,91,52.043956043956044
1139830,91,45.472527472527474
1095100,91,92.92307692307692
1085983,91,26.824175824175825
1070214,91,72.52747252747253
1058686,91,63.879120879120876
1013187,91,63.68131868131868
997907,90,74.03333333333333
992986,90,42.888888888888886
963686,90,14.144444444444444
9420336,90,27.211111111111112
879948,90,61.37777777777778
1135476,90,40.233333333333334
1093966,90,37.56666666666667
1055737,90,34.65555555555556
1021164,90,25.844444444444445
9884698,89,66.65168539325843
948832,89,53.03370786516854
924610,89,54.52808988764045
882288,89,66.01123595505618
868888,89,17.617977528089888
863449,89,47.73033707865169
827180,89,74.32584269662921
1127716,89,37.60674157303371
1124695,89,53.741573033707866
1124674,89,44.04494382022472
1075305,89,15.0
1070538,89,65.0561797752809
1058404,89,38.2247191011236
1014915,89,25.786516853932586
1013167,89,46.438202247191015
1012816,89,65.88764044943821
1009187,89,51.1123595505618
965693,88,43.30681818181818
939578,88,56.54545454545455
909396,88,44.53409090909091
906838,88,58.04545454545455
874058,88,70.81818181818181
873887,88,41.81818181818182
